start,end,text,politico
47.96,50.72," que la va a perseguir a la Argentina por muchos años,",massa
50.8,53.96, en un país que le tocó enfrentar una pandemia,massa
54.040000000000006,57.8," como el resto del mundo, pero sin crédito,",massa
57.8,61.36, y eso fue todo emisión y esa bola de pesos,massa
61.44,64.92, que hoy en gran parte explica la inflación,massa
65.0,68.75999999999999," por falta de crédito multilateral y por falta de crédito soberano,",massa
68.84,71.47999999999999, porque Argentina estaba renegociando su deuda,massa
71.56,73.56, y tardó una eternidad.,massa
75.36,79.03999999999999," De alguna manera también lo que vino después es la guerra,",massa
79.12,82.75999999999999," los precios internacionales, cómo impactaron,",massa
82.84,87.2," y finalmente la sequía, para que tomen dimensión,",massa
87.28,91.24, es como si en una casa que planificaban,massa
91.32,94.12," que iban a entrar 100 pesos por mes,",massa
94.2,97.64," y planificaban sus gastos por 97 pesos por mes,",massa
97.72,99.44, van a entrar 80.,massa
99.52,102.8, Así de simple es la cuenta del impacto de la sequía,massa
102.88,106.24," y de todo lo que hay que hacer con el fondo,",massa
106.32,109.08," con los multilaterales, con los BRICS,",massa
109.16,112.16," con China, con Brasil, con los importadores,",massa
112.24,114.08," para tratar de sostener el nivel de actividad,",massa
114.16,116.28," hoy veíamos a la mañana con el vasco,",massa
116.32,118.48," los números de nivel de actividad,",massa
118.56,121.96," poníamos crédito para la producción,",massa
123.4,126.2," mantenemos niveles de consumo razonable,",massa
126.28,130.0," pero obviamente con el drama terrible que representa la inflación,",massa
130.08,132.32," que hace que la gente sienta que no le alcance,",massa
132.4,135.88, y es un tema que además nos golpea,massa
135.96,139.36," en el sector más noble de nuestra sociedad,",massa
139.44,142.84," que es la que hace media laborante, que pierde ingreso,",massa
143.84,147.56, pero tiene que ver centralmente con una suma de factures,massa
147.64,150.08, que empiezan en el endeudamiento,massa
150.16,153.68, que sacó de la cancha de la Argentina en el año 2018.,massa
155.76,158.12," Dicho esto, porque mi responsabilidad",massa
158.2,160.2," sigue siendo ser ministro de Economía,",massa
160.28,163.08," sigue siendo estar al frente de resolver los problemas,",massa
163.16,165.92000000000002, sí me parecía importante acompañarlos,massa
166.0,167.72," en esta reunión de mesa hoy,",massa
167.8,169.88," porque es clave que el 10 de junio,",massa
169.96,172.32," cuando hagamos el Congreso,",massa
172.4,175.96, fijemos una posición política definitiva,massa
176.04,179.4," de cara al año electoral que viene,",massa
179.48,181.56," respecto de respaldo de candidatura,",massa
181.64,185.36, respecto de si participamos o no en el frente de todos,massa
185.44,188.64, y cómo participamos y cómo se diseña el frente,massa
188.72,191.6, y cuál es la nueva realidad del frente de todos,massa
191.68,194.68, en términos de representación política electoral.,massa
195.44,196.92," Pero me parece que previamente,",massa
197.0,199.64," con el resto de quienes son parte del frente de todos,",massa
199.68,201.8, hacemos una primera responsabilidad,massa
201.88,205.48, que es definir una estrategia competitiva,massa
206.56,207.96," que nos permita,",massa
208.76,211.68, no solamente que alguno por ahí,massa
211.76,216.4," se saque la vanidad personal o el deseo de competir,",massa
216.48,220.2, sino que le dé al gobierno sustentabilidad,massa
221.28,224.04, de cara al último tramo de año de gobierno,massa
224.12,227.72, y que le dé competitividad de cara a los desafíos,massa
227.8,229.32," que enfrentamos los próximos años,",massa
229.32,232.88," porque Argentina, así como hoy está transitando",massa
232.96,235.4," una situación muy difícil,",massa
235.48,238.28," en términos de perspectiva, tiene dos grandes desafíos.",massa
238.36,242.4," Uno, lo plantee ayer muy bien la vicepresidenta",massa
242.48,243.4, el tema deuda.,massa
243.48,247.04, Argentina necesita un gran acuerdo de toda la diligencia política,massa
247.12,250.52, para resolver temas deuda y dolarización de la economía,massa
250.6,253.64," en términos culturales, pero en términos estructurales.",massa
254.2,257.48," Pero el otro es los desafíos del crecimiento,",massa
257.52000000000004,260.72," porque en energía, en agroindustria,",massa
260.8,262.56," en el sector minero,",massa
262.64000000000004,264.84000000000003," en el sector de economía del conocimiento,",massa
264.92,267.8, y lo estamos viendo con la furia positiva,massa
267.88,271.20000000000005," que hay por las becas para programadores,",massa
271.28000000000003,274.6, y en el sector turístico y construcción,massa
274.68,276.24," como sectores de mercado interno,",massa
276.32,279.56, tiene una enorme potencialidad que en los próximos 5 años,massa
279.64000000000004,282.72," nos va a llevar a un proceso de crecimiento muy largo,",massa
282.8,285.28000000000003, pero hay que lograr que ese crecimiento llegue a la gente.,massa
285.28,287.72," Entonces, es clave ser competitivos,",massa
287.79999999999995,292.36," es clave definir un programa que administre ese crecimiento,",massa
292.44,294.79999999999995, que convoque a la oposición a discutir,massa
294.88,300.64," cómo vamos a encarar el proceso de garantía, de pago, de deuda",massa
300.72,302.44," y cumplimiento con nuestros acreedores,",massa
302.52,305.6," pero sobre la base del crecimiento,",massa
305.67999999999995,308.0, y me parece que eso requiere de una cuestión,massa
308.08,310.11999999999995, que es el orden político.,massa
310.2,313.6," Por eso es clave pedir, digamos,",massa
313.6,318.96000000000004, generar además condiciones de orden político en esta etapa.,massa
319.04,322.24," Sin orden político no hay orden económico,",massa
322.32000000000005,324.88," y esto lo tienen que entender nuestros compañeros,",massa
324.96000000000004,328.16," y también lo tienen que entender el resto de la dirigencia empresaria,",massa
328.24,330.8," económica, hoy lo planteábamos a la mañana",massa
330.88,334.64000000000004, con el vasco en un desayuno con dirigentes empresarios.,massa
334.72,338.12, Es clave que se entienda que para que haya orden económico,massa
338.20000000000005,340.88," tiene que haber orden político y premisas claras,",massa
340.96,343.6," y que cuando aparecen esas peleas de nanos,",massa
343.68,347.6, de alguna manera lo que terminan generando es vacío de poder,massa
347.68,349.44," y falta de certidumbre para la gente,",massa
349.52,352.4," y nosotros estamos obligados a dar certidumbre,",massa
352.48,355.92, porque antes de ir a buscar el contrato,massa
356.0,359.6," de los próximos 4 años con la sociedad argentina,",massa
359.68,362.84," primero tenemos que terminar de cumplir este contrato,",massa
362.92,365.6, que es un contrato que se vio de alguna manera,massa
365.68,369.8," lastimado por el endeudamiento, lastimado por la pandemia,",massa
369.88,373.64," pero también por errores propios en términos de pérdida de reserva,",massa
373.72,376.08," en términos de emisión descontrolada,",massa
376.16,379.8, y me parece que es clave que también tengamos la capacidad,massa
379.88,383.96, de hacerme a culpa con la sociedad a la hora de asumir,massa
384.04,387.8," cómo vamos a reparar los errores de otros gobiernos,",massa
387.88,391.8," los problemas estructurales, pero también nuestros propios errores.",massa
391.88,395.4, Creo que es clave eso para de alguna manera reconciliarnos,massa
395.48,398.52, y poder explicarle al electorado lo que viene.,massa
398.6,401.52," Es central en este sentido que el hermano mayor,",massa
401.6,404.36," el partido justicialista, siente a la mesa",massa
404.44,407.04," al resto de las fuerzas políticas del frente de todo,",massa
407.12,411.08," gobernadores, intendentes, sin mezquindad,",massa
411.16,414.28, en la idea de que tenemos que discutir,massa
414.36,417.32, cuál es la mejor estrategia para encarar el proceso electoral.,massa
417.4,419.12," Ninguno somos dueños de la verdad,",massa
419.2,424.52," yo creo que no podemos quedar rehenes de peleas chiquititas de vanidades,",massa
424.6,429.16," porque lo que está en juego es derechos laborales,",massa
429.24,431.24," derechos sindicales,",massa
431.32,435.12, lo que está en juego es la capacidad productiva de nuestras pymes.,massa
436.04,438.4, Se habla de dolarización y de mega devaluación.,massa
438.48,442.92," Imagínense con salarios de 100 dólares, 200 dólares,",massa
443.0,445.44, qué mercado interno tienen nuestras pymes.,massa
446.6,449.24, Y me parece que eso en un programa tiene que estar planteado,massa
449.32,451.52, para de alguna manera,massa
452.48,455.28, confrontar sobre la base de qué país queremos nosotros,massa
455.36,457.2, y qué país quieren los otros.,massa
458.2,461.96, Y lo digo con la tranquilidad de que no estoy planteando,massa
462.04,464.56, ninguna posición personal.,massa
464.64,468.68, Tengo clara que hoy mi responsabilidad es ser ministro de Economía,massa
468.76,473.28, y ayudar a transitar de la mejor manera posible el cierre,massa
473.88,477.16, de las situaciones que hoy tiene que resolver la Argentina.,massa
477.24,482.0," Pero lo digo con la certeza de que si no lo hacemos,",massa
483.16,487.3200000000001, después nos vamos a arrepentir más temprano que tarde.,massa
487.88000000000005,490.72," Y también el 10 de junio,",massa
490.8,494.04," porque de alguna manera va a estar preconfigurado esto de si hay paso,",massa
494.12,498.4," si no hay paso, yo ya saben lo que pienso, lo he dicho muchas veces.",massa
500.84,502.52, Pero hagámoslo sin especulación.,massa
502.6,505.72, Nosotros ya mostramos hacia dentro de nuestra coalición,massa
506.68,509.4, y también a la sociedad que no especulamos.,massa
510.36,512.96, Cuando el otro día,massa
514.44,517.96, lo planteaba Ferravesi y hoy lo planteó el turco,massa
518.2,520.5600000000001, de una manera muy vehemente.,massa
520.64,523.64, Esto de nos tiramos arriba de la bomba,massa
523.72,526.96," o agarramos la papa caliente, como decía Cerdistina.",massa
528.8000000000001,533.32, Me parece que es clave actuar sin especulación.,massa
533.4,534.52, Nosotros no especulamos.,massa
534.6,538.52, Podíamos habernos quedado en la pasible tarea,massa
539.0799999999999,540.68, de presidir la Cámara de Diputados.,massa
540.76,542.76," Sin embargo fuimos y pusimos el cuerpo,",massa
542.84,546.52," buscamos nuestros mejores hombres, trajimos gente de afuera y nos comprometimos.",massa
547.48,551.48, Y tenemos que pedirle a todos los integrantes del frente de todos,massa
551.56,553.88, y a los que convoquemos el mismo compromiso.,massa
554.56,555.96," Y con generosidad, miren,",massa
557.4,561.92, todos saben que hemos tenido coincidencias y diferencias,massa
562.3199999999999,564.7199999999999," con algunos de los sectores del frente de todos, no?",massa
565.68,567.68, Antes de constituir el frente de todos.,massa
568.12,569.56, Pero el 2019,massa
571.04,573.12, de alguna manera se pudo armar el frente de todos,massa
573.1999999999999,574.0799999999999, porque hubo generosidad.,massa
574.16,576.1999999999999," Cristina en ese momento era la que más medía,",massa
576.28,579.4399999999999, pero decidió romper los techos para tratar de construir,massa
579.52,581.3199999999999, una cosa más grande y ganadora.,massa
583.0799999999999,587.92," Bueno, esa tiene que ser también la generosidad para construir el 23.",massa
588.88,591.0," Porque si no es lo que terminamos haciendo,",massa
591.96,592.84, es no cediendo.,massa
592.92,597.24," Nosotros en el 19 cedimos, hasta pedíamos paso, no nos la dieron,",massa
597.32,598.28, se acuerdan.,massa
598.36,601.56," Y sin embargo, acá estamos poniendo el cuerpo,",massa
601.64,603.44, haciéndonos responsables,massa
604.84,607.76, y poniendo nuestra convicción y nuestra decisión,massa
607.84,609.52, para enfrentar los problemas.,massa
609.6,613.36," A nosotros, hasta el 10 de diciembre del 23,",massa
613.44,615.56," más allá de la coyuntura electoral,",massa
615.64,619.04, a cada uno de los que tenemos responsabilidad de gestión,massa
620.0,621.88, nos tienen que ver cumpliendo,massa
623.0,626.48, el compromiso que asumimos en el 19 con la gente.,massa
627.8,631.4399999999999, Que es ser responsables y tratar de resolver los problemas.,massa
631.8399999999999,634.8399999999999," Yo, lo que les pido es que el 10 de junio",massa
637.16,638.56," hagamos nuestro Congreso,",massa
638.64,640.76," tomemos las decisiones que tenemos que tomar,",massa
640.8399999999999,642.64," pero sobre todas las cosas,",massa
642.7199999999999,644.3199999999999," que de acá el 10 de junio,",massa
644.88,647.24," con nuestros compañeros, con nuestros amigos,",massa
647.3199999999999,648.56," con nuestros vecinos,",massa
650.04,653.28," sin dejar de lado nuestra tarea,",massa
655.04,658.3199999999999, nos ocupemos de generar conciencia,massa
658.4,661.28," de que no hay orden económico, sino orden político,",massa
661.36,664.48, de que no hay construcción colectiva sin generosidad,massa
664.56,669.0, y de que no hay estrategia electoral posible,massa
669.0799999999999,673.04, si no se hace desde la idea de tener competitividad,massa
674.4,677.56," para, de alguna manera, hacerle una oferta distinta",massa
677.5999999999999,679.1999999999999, a la sociedad argentina.,massa
679.28,681.1199999999999, Y eso lo hacemos entre todos.,massa
681.1999999999999,684.5999999999999," Así que, a trabajar para el Congreso del 10 de junio,",massa
684.68,686.4399999999999, pero sobre todo para convencer,massa
686.52,689.0799999999999," a todos nuestros compañeros del Frente de Todos,",massa
690.16,691.52," que primero está la patria,",massa
691.5999999999999,694.4, después el movimiento y por último los hombres.,massa
694.4799999999999,697.7199999999999, Y demos el ejemplo y pongamos nosotros nuestros nombres,massa
697.8,700.64, y nuestros hombres fuera de la competencia electoral,massa
700.7199999999999,702.4, para convocar con esa generosidad.,massa
702.4799999999999,703.4799999999999, Muchas gracias.,massa
0.0,6.0," Muy buenas tardes, casi noche ya para todos.",massa
6.0,12.0," Querido embajador, queridos amigos y amigas.",massa
12.0,14.0, Quiero hacer primero una aclaración.,massa
14.0,16.0, ¿Es salón del automóvil?,massa
16.0,18.0," No, es de la moto.",massa
18.0,23.0," Entiendo que el doble sombrero a veces lleva confusiones,",massa
23.0,28.0, pero la verdad es que hoy quiero saludarlos.,massa
28.0,34.0, Primero agradecerles y después darles una muy buena noticia.,massa
34.0,44.0, Mi agradecimiento central es porque efectivamente a lo largo de los últimos cinco años,massa
44.0,48.0, la industria de la moto se viene recuperando paulatinamente.,massa
48.0,56.0, Basta con mirar el periodo de enero a abril en los últimos cinco años en patentamientos.,massa
56.0,62.0, Estamos en el cuatrimestre de más alto patentamiento de los últimos cinco años,massa
62.0,67.0, con 169 mil patentamientos de acuerdo a los datos que ustedes mismos publican,massa
67.0,73.0, contra 158 en el 2022 que había sido el mejor.,massa
73.0,82.0," Y eso me parece que es parte, como decía hoy el Vasco a la tarde cuando hablábamos de este tema,",massa
82.0,88.0, es parte centralmente del trabajo planificado.,massa
88.0,95.0," La Argentina tiene hoy una restricción que la conocemos todos,",massa
95.0,102.0, la sequía nos arrancó de un día para el otro casi 20.000 millones de dólares,massa
102.0,109.0, y eso obviamente que en las cuentas de cualquiera sea una empresa o sea un país influye.,massa
109.0,116.0," Y sin embargo este sector se sentó a la mesa, planificó importaciones,",massa
116.0,125.0," planificó mecanismos de pago, garantizó la presencia y sobre todo las cosas,",massa
125.0,131.0, la permanencia en el trabajo de su mayor parte de trabajadores.,massa
131.0,138.0, Gracias a Abel Furlan por acompañarnos porque estar en una mesa planificada,massa
138.0,143.0," que conjunta a empresarios, trabajadores y Estado para nosotros es muy importante",massa
143.0,152.0, y obviamente que cuando miramos números lo que miramos es datos de la realidad.,massa
152.0,159.0," 28% de crecimiento en los últimos cinco años en la producción y en la facturación de este sector,",massa
159.0,164.0, el régimen nos generó 500 nuevos puestos de trabajo en los últimos tres años,massa
164.0,171.0," pero sobre todas las cosas la aparición de un mercado con programa, además de venta en cuotas fijas,",massa
171.0,177.0, con programa de venta garantizada nos amplió y nos mejoró la oferta y nos mejora la conectividad.,massa
177.0,184.0," La moto, la bici eléctrica son mecanismos no solamente de generación de proyectos industriales",massa
184.0,189.0, sino de conectividad en la mayoría de las ciudades y pueblos de nuestro país.,massa
189.0,198.0," Yo quiero hoy anunciarles que esa certidumbre que necesitan para los próximos cinco años ya está en marcha,",massa
198.0,205.0, hoy arrancamos el proceso de renovación del decreto para que a partir de la semana que viene,massa
205.0,211.0," ya esté a la firma del presidente y tengan garantizado el periodo 2023-2028,",massa
212.0,220.0," obviamente con una condición que para nosotros es central, que es ir agregando mano de obra,",massa
220.0,227.0," ir agregando contenidos y piezas locales, cuanto más sea el agregado de valor local,",massa
227.0,235.0," más trabajo argentino, menor nivel de importaciones y mayor volumen y capacidad de producción",massa
235.0,238.0, y de sostenimiento del mercado interno para la Argentina.,massa
238.0,244.0, Este es un sector que tímidamente empezó a exportar a nivel regional.,massa
244.0,252.0," Tenemos que crecer, tenemos que en todo caso apostar a ese valor agregado argentino",massa
252.0,258.0, que se genera en cada una de las empresas que a lo largo y a lo ancho del país,massa
259.0,267.0, llevan adelante esta tarea para garantizar que podamos ocupar regionalmente mercados,massa
267.0,270.0, que nos permitan generar divisas para la Argentina.,massa
270.0,279.0, Yo creo firmemente que el programa 2030 de desarrollo de la Argentina,massa
279.0,283.0, recién visitábamos la exposición de minería.,massa
284.0,288.0, Y el sector minero es un sector que claramente en los próximos 10 años,massa
288.0,292.0, nos va a dar un volumen de exportaciones inimaginables.,massa
292.0,295.0, Estamos hablando de otro campo.,massa
295.0,300.0," La minería va a ser otro campo para que una sequía no voltee una economía,",massa
300.0,307.0, así como la energía va a ser otro campo para que de alguna manera frente a la dificultad,massa
307.0,309.0," que aparezca en uno o en otro sector,",massa
309.0,314.0, no tengamos que enfrentar las dificultades que nos toca enfrentar hoy.,massa
314.0,319.0," Pero mientras tanto, lo que tenemos que hacer es industrializar.",massa
319.0,323.0," Porque cuando hablamos de energía hablamos de un commodity,",massa
323.0,326.0," cuando hablamos de agro hablamos de un commodity,",massa
326.0,329.0, cuando hablamos de minerales hablamos de commodities.,massa
329.0,336.0, El desafío más importante es que Argentina exporte commodities con valor agregado.,massa
336.0,343.0," Una tonelada de trigo vale 450 dólares, una tonelada de fideos vale 1300 dólares.",massa
343.0,346.0, Argentina exporta trigo y importa fideos.,massa
346.0,352.0, El gran desafío es que en lo que tiene que ver con la exportación de minerales,massa
352.0,358.0, con valor agregado el sector de ustedes y el sector del automobilismo o del automotriz,massa
358.0,360.0, sean jugadores centrales.,massa
360.0,364.0, Y en los sectores energéticos tengamos la capacidad también de agregar valor,massa
364.0,368.0, para aumentar el volumen y el precio de nuestras exportaciones.,massa
368.0,374.0," La Argentina resuelve su restricción, se aumenta sus exportaciones.",massa
374.0,381.0, Todo lo demás ya lo probamos a lo largo de los últimos 50 años y no funcionó.,massa
381.0,386.0," Exportar trabajo argentino, ocupar mercados en el mundo",massa
386.0,390.0, para garantizar el crecimiento y el desarrollo de la Argentina.,massa
390.0,396.0," Ustedes también tienen una tarea, nosotros tenemos la obligación de darles certeza.",massa
396.0,402.0, Y por eso desde el lunes se pone en marcha el procedimiento que les da por los próximos 5 años,massa
402.0,407.0," un régimen que apuesta a mano de obra argentina, a valor agregado en las motos",massa
407.0,411.0, y a exportaciones de nuestras motos para la región y para el mundo.,massa
411.0,414.0," Porque no, muchas gracias y felicitaciones por el salón.",massa
0.0,8.64," Bueno, hola, Agustín y a todos los que están ahí viviendo este momento histórico,",massa
8.72,11.72, único para la Argentina.,massa
11.8,14.52," Buenas tardes, presidente.",massa
14.6,22.36, La verdad es que hoy es un día de esos que marcan historia para la Argentina.,massa
22.44,27.88," Quiero antes de darte la palabra Agustín, agradecerle al gobernador de Neuquén",massa
27.88,31.56," que nos está acompañando acá en el Ministerio de Economía,",massa
31.64,34.56," al secretario general de la WOM y de la WOCRA,",massa
34.64,37.4," que también nos están acompañando acá en el Ministerio,",massa
37.48,44.76, a los presidentes de las compañías que trabajaron en esta titánica tarea,massa
44.84,50.120000000000005," que venimos atravesando a lo largo de los últimos meses,",massa
50.2,57.4, decirles que realmente para nosotros hoy marco un antes y un después,massa
57.4,61.0," de la política energética de Argentina y sería muy bueno, Agustín,",massa
61.08,66.67999999999999, que empieces a contarnos qué significa esto de la última soldadura regular,massa
66.75999999999999,69.32, y qué significa en términos de la obra.,massa
69.4,75.48, La verdad es que hay 5 o 6 ideas que me parece que son importantes,massa
75.56,81.24, que aprovechemos para dejar sentadas sobre la base de qué representa el gasoducto.,massa
81.32,86.88," Como vos bien decís, lo primero que representa es ahorro de divisa.",massa
86.96,92.84," En este año 2.100 millones de dólares menos que vamos a importar de gas,",massa
92.92,97.12, que se suman además a la decisión que tomamos en febrero de trabajar,massa
97.2,100.4, con compra y pago anticipado del gas de invierno,massa
100.48,103.84, para que tengamos menor presión sobre nuestras reservas.,massa
103.92,111.2," En segundo lugar, significa la demostración de que cuando impulsamos una idea,",massa
111.28,115.92," lo hacemos con orden, con decisión, con determinación,",massa
115.96,119.88, de que cada uno hace lo que tiene que hacer y no cada uno hace lo que cree,massa
119.96,125.36," que tiene que hacer, sino que todos hacen su parte y trabajamos todos juntos,",massa
125.44,133.08," podemos encontrar que trabajadores, empresas, Estado Nacional, provincias,",massa
133.16,138.4," municipios, podemos empujar una obra que es récord para la historia argentina",massa
138.4,145.52," y además, digamos lo, debió haberse iniciado allá por el 2018",massa
145.6,150.12," y desgraciadamente una pésima idea de suspenderla,",massa
150.20000000000002,155.32, que en términos de divisas a la Argentina le costó casi 8.000 millones de dólares,massa
155.4,156.8, de reservas.,massa
156.88,163.76, Digo esto porque además esta es una iniciativa que tiene fuente de financiamiento,massa
163.84,169.51999999999998," en una norma impulsada desde el Congreso, lo que se denominó el aporte solidario,",massa
169.6,174.64," gran parte de lo que aportaron aquellos que, digamos,",massa
174.72,178.84," desde lo que se llamó el aporte a las grandes fortunas pagaron,",massa
178.92,183.08," financió esta obra que mejora nuestra competitividad industrial,",massa
183.16,188.16, que mejora el volumen de abastecimiento en hogares,massa
188.24,192.6, y que nos da la oportunidad de dejar de importar un recurso,massa
192.64,195.84, que la Argentina tiene en su subsuelo.,massa
195.92,199.88," Quiero aprovechar también para contarle, Presidente,",massa
199.96,205.0, que la semana que viene a partir de un acuerdo de financiamiento,massa
205.08,211.0," al que obviamente avanzamos con la CAF,",massa
211.08,214.4," con el Banco de Desarrollo Latinoamericano,",massa
214.48,220.24," estamos llamando a licitación por lo que se denomina el reversal del norte,",massa
220.32,224.2, que es ni más ni menos que que el gas de vaca muerta,massa
224.28,228.76," pueda abastecer a la industria de salta, a la industria de Tucumán,",massa
228.84,230.64," a la industria de catamarca,",massa
230.72,235.8, pueda empezar a ser abastecedor de todo el desarrollo del sector minero,massa
235.88,239.4, y nos permita dejar de depender de importaciones de gas,massa
239.48,243.48," en el norte argentino y avanzar,",massa
243.56,246.04," obviamente en abastecimiento de gas,",massa
246.12,250.44, seis veces más barato de lo que lo estamos pagando hoy.,massa
250.52,253.8," Esta es una obra que solicita la semana que viene,",massa
253.88,260.12," desde Narsa, que aspiramos a tenerla terminada para junio del 2024",massa
260.2,264.68, y que nos va a ahorrar aproximadamente otros 2.000 millones de dólares,massa
264.76,266.6," de importaciones de energía,",massa
266.68,270.6, pero además va a bajar el costo de generación eléctrica,massa
270.68,275.2, y de generación industrial en el norte argentino,massa
275.24,279.6, y nos va a dar además la oportunidad de poder empezar a pensar,massa
279.68,283.72," en exportar al norte de Chile, al centro de Brasil",massa
283.8,287.08," y obviamente a Bolivia en la medida que lo necesite,",massa
287.16,288.8, gas de vaca muerta.,massa
288.88,291.92," Creo que ese desafío es enorme,",massa
292.0,296.72, esa obra representa a partir de lo que llamamos el gasoducto,massa
296.8,301.36, la Carlota Tio Pugio y las plantas reversales,massa
301.44,303.88," o las plantas compresoras reversales,",massa
303.96,307.76, que nos da la oportunidad de poder pensar,massa
307.84,310.8," en la soberanía energética argentina,",massa
310.88,314.32, pero además en una argentina exportadora de gas,massa
314.4,316.88, con el cambio que representa eso,massa
316.96,319.32," para el producto bruto interno argentino,",massa
319.4,322.4, pero también con el cambio que representa eso,massa
322.48,328.4, para lo que son las constantes presiones,massa
328.48,332.84, a las que muchas veces se ven sometidas por demanda de dólares,massa
332.88,334.04," y nuestras reservas,",massa
334.11999999999995,338.92," así que realmente no solamente sirve en materia energética,",massa
339.0,344.0, no solamente garantiza gas para nuestro desarrollo industrial,massa
344.08,347.88," y para el abastecimiento del centro y del norte argentino,",massa
347.96,352.84, sino que además posibilita pensar en una argentina exportadora,massa
352.92,355.67999999999995, de energía que es fundamental para nosotros.,massa
355.76,360.56," Quiero pedirte, Agustín, antes de darle la palabra al presidente",massa
361.52,364.44," que avancemos con la última soldadura,",massa
364.52,366.28," que es el hito histórico,",massa
366.36,369.48, que de alguna manera nos pone en marcha de cara,massa
369.56,371.56," a que el 20 de junio,",massa
371.64,374.28, tal y como nos comprometimos el día,massa
374.36,376.84," que pusimos en marcha de la licitación,",massa
376.92,381.24, tengamos con todas las pruebas hidráulicas el gasoducto funcionando.,massa
381.32,382.64," En marcha de la licitación,",massa
382.72,387.24, tengamos con todas las pruebas hidráulicas el gasoducto funcionando.,massa
388.2,391.28," Bien, muchas gracias, Sergio.",massa
391.36,395.04," Y antes de invitarlos a compartir la última soldadura,",massa
395.12,398.48," quiero compartirles lo que se vive acá en la obra,",massa
398.56,402.84," porque están los operarios, los trabajadores, los técnicos,",massa
402.92,407.48, todos felices de estar viviendo este momento,massa
407.56,410.32, y conscientes del aporte que han realizado,massa
410.4,413.8, para la matriz energética y para la infraestructura de nuestro país.,massa
413.88,416.56, Creo que es emocionante poder compartir esto,massa
416.64,419.44," con gente que, por ejemplo, con trabajadores",massa
419.52,424.88," que han estado, han hecho un roster de 28 por 7, 28 días,",massa
424.96,427.52," literalmente en el medio de la nada,",massa
427.6,431.28," trabajando y empujando este proyecto, poniéndole el cuerpo,",massa
431.36,433.52, y me parece que hay que valorizar eso.,massa
433.6,437.52," Nosotros entendemos lo conceptual y lo importante de la obra,",massa
437.6,440.6, pero los que han estado acá haciendo el esfuerzo diario,massa
440.68,443.28, han sido los trabajadores y me parece que se envenece,massa
443.36,445.24," en un reconocimiento de mi parte,",massa
445.28,448.64, con quienes he compartido gran parte de estos 9 meses.,massa
448.72,451.68, Así que ahora sí los invito a que vivamos,massa
451.76,455.36, y compartamos la última soldadura del gasoducto.,massa
505.36,509.64," A partir de ahora lo que resta es bajar el gasoducto a la sanja,",massa
509.72,512.32," ya esta etapa no se vuelve a ver,",massa
512.4,515.96," y empezamos a despedirlo físicamente a la vista,",massa
516.04,519.8, pero a darle inicio a toda una nueva etapa de la República Argentina,massa
519.88,521.16, en materia energética.,massa
521.24,524.0, Esperamos que este sea el primero de otros grandes proyectos,massa
524.08,527.44," que se puedan ejecutar en tiempo récord, como ha sido este,",massa
527.52,530.04, y siempre contribuyendo con el trabajo,massa
530.12,533.12, y con lo más importante que tenemos en el mundo.,massa
533.2,536.36," Y ahora sí, con lo más importante que tenemos en nuestra vida,",massa
536.44,537.72," que es todo nuestro tiempo,",massa
537.8,541.2, para poder construir este tipo de proyectos para nuestro país.,massa
541.28,542.64, Ahora sí...,massa
563.96,565.36, Gracias.,massa
565.44,568.96, Me acompañan los...,massa
569.04,572.64," el jefe de soldadores, que es Iskander,",massa
572.72,574.92," él es de Turquía,",massa
575.0,577.24," y ha estado trabajando en este proyecto,",massa
577.32,579.88, que han trabajado 11 nacionalidades en este proyecto,massa
579.96,582.6, para que tomemos la dimensión de lo que implica.,massa
582.68,586.92, Ahora vamos a hacer una pequeña firma al gasoducto.,massa
623.96,626.12," ¡Y buena patia, carajo!",massa
635.28,637.24," Bueno, ahora...",massa
637.32,639.04," el jefe de seguridad y higiene,",massa
639.12,640.28, vamos a hacer una tradición,massa
640.36,642.64, que se hace habitualmente en este tipo de proyectos.,massa
642.72,644.64," Ahí está, muy bien, bien.",massa
644.72,646.2, Excelente.,massa
646.2800000000001,649.44," Bueno, muchas gracias, presidente y ministro.",massa
649.5200000000001,651.84, Con esto nosotros damos por finalizado,massa
651.9200000000001,655.12, el acto de la última soldadura.,massa
655.2,656.6400000000001," Gracias, Agustín.",massa
656.72,660.32, La verdad es que emociona y conmueve.,massa
660.4000000000001,663.88, Argentina necesita mucho más de esto.,massa
663.96,666.4000000000001, Vamos por el Lago de la Tierra.,massa
666.48,668.9200000000001, Vamos por el Lago de la Tierra.,massa
669.0,671.0400000000001, Vamos por el Lago de la Tierra.,massa
671.12,673.1600000000001, Vamos por el Lago de la Tierra.,massa
673.16,675.0799999999999, Mucho más de esto.,massa
675.16,677.88, Vamos por la Carlota de Teopugio.,massa
677.9599999999999,681.56, Vamos por el segundo tramo del gasoducto.,massa
681.64,684.9599999999999, Y vamos a defender el gas como energía de transición,massa
685.04,688.1999999999999, porque somos país acreedor ambiental.,massa
688.28,690.3199999999999," Así que, presidente,",massa
690.4,694.28," con la satisfacción de la Tarea Complida,",massa
694.36,698.52," en este histórico proyecto,",massa
698.6,701.88, lo dejamos a usted para compartir sus ideas.,massa
0.0,3.0," Primero que nada, la verdad de agradecerte de verdad que viniste acá,",massa
3.0,7.2," en un momento difícil, obviamente es difícil muchas veces responder preguntas,",massa
